sport,match_id,date,team_1,team_1_odds,team_2,team_2_odds,draw_odds,event,bet_type,snapshot_date
Valorant,edward_gaming_fut_aug_1,aug_1,edward_gaming,2.56,fut,1.41,,champions,match_winner,2024_07_25
Valorant,fnatic_bilibili_aug_1,aug_1,fnatic,1.01,bilibili,9.92,,champions,match_winner,2024_07_25
Valorant,leviatan_talon_aug_1,aug_1,leviatan,1.07,talon,6.20,,champions,match_winner,2024_07_25
Valorant,funplus_phoenix_heretics_aug_1,aug_1,funplus_phoenix,2.74,heretics,1.36,,champions,match_winner,2024_07_25
Valorant,gen_g_sentinels_aug_1,aug_1,gen_g,1.39,sentinels,2.63,,champions,match_winner,2024_07_25
CS:GO,lag_limitless_jul_25,jul_25,lag,1.25,limitless,3.46,,esl_challenger_league_north_america,match_winner,2024_07_25
CS:GO,nouns_elevate_jul_25,jul_25,nouns,1.42,elevate,2.62,,esl_challenger_league_north_america,match_winner,2024_07_25
CS:GO,fluffy_aimers_e_xolos_lazer_jul_25,jul_25,fluffy_aimers,2.47,e_xolos_lazer,1.47,,esl_challenger_league_north_america,match_winner,2024_07_25
CS:GO,limitless_lag_jul_25,jul_25,limitless,3.27,lag,1.28,,esl_challenger_league_north_america,match_winner,2024_07_25
CS:GO,e_xolos_lazer_fluffy_aimers_jul_25,jul_25,e_xolos_lazer,1.45,fluffy_aimers,2.52,,esl_challenger_league_north_america,match_winner,2024_07_25
CS:GO,elevate_nouns_jul_25,jul_25,elevate,2.41,nouns,1.49,,esl_challenger_league_north_america,match_winner,2024_07_25
CS:GO,aurora_ence_jul_25,jul_25,aurora,1.58,ence,2.20,,skyesports_championship,match_winner,2024_07_25
CS:GO,dms_3dmax_jul_25,jul_25,dms,3.20,3dmax,1.29,,skyesports_championship,match_winner,2024_07_25
CS:GO,passion_ua_9ine_jul_25,jul_25,passion_ua,1.57,9ine,2.22,,european_pro_league,match_winner,2024_07_25
CS:GO,eternal_fire_amkal_jul_25,jul_25,eternal_fire,1.36,amkal,2.86,,skyesports_championship,match_winner,2024_07_25
CS:GO,the_mongolz_bleed_jul_25,jul_25,the_mongolz,1.49,bleed,2.40,,skyesports_championship,match_winner,2024_07_25
CS:GO,monte_endpoint_jul_25,jul_25,monte,1.23,endpoint,3.70,,cct_european_series,match_winner,2024_07_25
CS:GO,parivision_ence_jul_25,jul_25,parivision,1.99,ence,1.71,,skyesports_championship,map_1,2024_07_25
CS:GO,3dmax_revenant_jul_25,jul_25,3dmax,1.40,revenant,2.67,,skyesports_championship,match_winner,2024_07_25
CS:GO,gun5_cybershoke_jul_25,jul_25,gun5,1.52,cybershoke,2.34,,cct_european_series,match_winner,2024_07_25
CS:GO,bounty_hunters_vikings_kr_jul_25,jul_25,bounty_hunters,1.47,vikings_kr,2.46,,circuito_estadual_ferjee,match_winner,2024_07_25
CS:GO,sensei_vex_dragons_jul_25,jul_25,sensei,1.34,vex_dragons,2.94,,circuito_estadual_ferjee,match_winner,2024_07_25
CS:GO,passion_ua_eyeballers_jul_25,jul_25,passion_ua,1.30,eyeballers,3.13,,cct_european_series,match_winner,2024_07_25
CS:GO,lag_detonate_jul_25,jul_25,lag,1.24,detonate,3.54,,cct_north_american_series,match_winner,2024_07_25
CS:GO,fluffy_aimers_novum_jul_26,jul_26,fluffy_aimers,1.17,novum,4.37,,cct_north_american_series,match_winner,2024_07_25
CS:GO,dms_revenant_jul_26,jul_26,dms,2.72,revenant,1.39,,skyesports_championship,match_winner,2024_07_25
CS:GO,bleed_aurora_jul_26,jul_26,bleed,2.51,aurora,1.45,,skyesports_championship,match_winner,2024_07_25
CS:GO,amkal_dms_jul_26,jul_26,amkal,1.21,dms,3.81,,skyesports_championship,match_winner,2024_07_25
CS:GO,3dmax_eternal_fire_jul_26,jul_26,3dmax,2.63,eternal_fire,1.42,,skyesports_championship,match_winner,2024_07_25
CS:GO,the_mongolz_aurora_jul_26,jul_26,the_mongolz,1.68,aurora,2.04,,skyesports_championship,match_winner,2024_07_25
